x,y,clusterID
103.447532653808594,56.022026062011719,-2
105.187858581542969,56.267982482910156,-2
103.424758911132812,56.450901031494141,-2
105.049751281738281,56.508777618408203,-2
103.352523803710938,56.395145416259766,-2
101.929794311523438,55.973331451416016,-2
101.853927612304688,56.129318237304688,-2
105.128852844238281,56.285079956054688,-2
103.396331787109375,56.714408874511719,-2
101.780433654785156,55.945331573486328,-2
103.500366210937500,56.844631195068359,-2
105.649482727050781,56.632526397705078,-2
103.189613342285156,56.815155029296875,-2
103.530143737792969,55.988174438476562,-2
105.938858032226562,56.588687896728516,-2
102.244537353515625,56.641036987304688,-2
102.024322509765625,56.015842437744141,-2
103.084869384765625,56.252643585205078,-2
102.301727294921875,56.665828704833984,-2
103.288063049316406,56.253620147705078,-2
103.058532714843750,56.721340179443359,-2
102.057846069335938,56.390033721923828,-2
103.713577270507812,56.621673583984375,-2
103.370506286621094,56.113914489746094,-2
103.445549011230469,56.295429229736328,-2
101.961692810058594,55.859497070312500,-2
102.537567138671875,56.151153564453125,-2
102.275260925292969,57.263374328613281,-2
102.469612121582031,56.826427459716797,-2
103.124069213867188,57.023124694824219,-2
102.381942749023438,57.225936889648438,-2
105.706764221191406,56.116207122802734,-2
103.462654113769531,56.532016754150391,-2
105.368446350097656,56.162208557128906,-2
103.495315551757812,56.252376556396484,-2
103.360488891601562,56.413852691650391,-2
103.676322937011719,56.623115539550781,-2
105.684333801269531,56.185813903808594,-2
102.347373962402344,57.168869018554688,-2
103.085716247558594,56.447883605957031,-2
103.783950805664062,56.521327972412109,-2
102.532455444335938,56.764636993408203,-2
103.415863037109375,56.820327758789062,-2
103.117835998535156,56.791893005371094,-2
105.635742187500000,56.343456268310547,-2
103.143783569335938,56.851879119873047,-2
102.206916809082031,56.640964508056641,-2
102.548187255859375,57.239669799804688,-2
102.263740539550781,57.269493103027344,-2
102.040916442871094,55.990413665771484,-2
102.718391418457031,56.820373535156250,-2
105.923385620117188,56.535442352294922,-2
103.769920349121094,56.068870544433594,-2
105.175857543945312,56.577713012695312,-2
103.726188659667969,56.673522949218750,-2
102.759201049804688,56.039344787597656,-2
103.342361450195312,56.136581420898438,-2
102.069816589355469,56.405445098876953,-2
102.043167114257812,56.211051940917969,-2
